Title,Entry_ID
Introducing 3DCNN ResNets for ASD full-body kinematic assessment: a comparison with hand-crafted features,http://arxiv.org/abs/2311.14533v2
Autoencoder with Group-based Decoder and Multi-task Optimization for Anomalous Sound Detection,http://arxiv.org/abs/2311.08829v1
Gray matter volume correlates of Comorbid Depression in Autism Spectrum Disorder,http://arxiv.org/abs/2311.00997v2
First-Shot Unsupervised Anomalous Sound Detection With Unknown Anomalies Estimated by Metadata-Assisted Audio Generation,http://arxiv.org/abs/2310.14173v2
HSVRS: A Virtual Reality System of the Hide-and-Seek Game to Enhance Gaze Fixation Ability for Autistic Children,http://arxiv.org/abs/2310.13482v1
Updated reference wavelengths for Si VII and Mg VII lines in the 272-281 Angstrom range,http://arxiv.org/abs/2310.12313v1
Evaluating residual acceleration noise for TianQin gravitational waves observatory with an empirical magnetic field model,http://arxiv.org/abs/2310.10043v3
Computational analyses of linguistic features with schizophrenic and autistic traits along with formal thought disorders,http://arxiv.org/abs/2310.09494v1
Transformer-based Autoencoder with ID Constraint for Unsupervised Anomalous Sound Detection,http://arxiv.org/abs/2310.08950v1
Noisy-ArcMix: Additive Noisy Angular Margin Loss Combined With Mixup Anomalous Sound Detection,http://arxiv.org/abs/2310.06364v1
EAG-RS: A Novel Explainability-guided ROI-Selection Framework for ASD Diagnosis via Inter-regional Relation Learning,http://arxiv.org/abs/2310.03404v1
nnSAM: Plug-and-play Segment Anything Model Improves nnUNet Performance,http://arxiv.org/abs/2309.16967v3
TalkNCE: Improving Active Speaker Detection with Talk-Aware Contrastive Learning,http://arxiv.org/abs/2309.12306v1
Personalization of Affective Models to Enable Neuropsychiatric Digital Precision Health Interventions: A Feasibility Study,http://arxiv.org/abs/2311.12812v1
An Evaluation of Machine Learning Approaches for Early Diagnosis of Autism Spectrum Disorder,http://arxiv.org/abs/2309.11646v2
Audio-Visual Active Speaker Extraction for Sparsely Overlapped Multi-talker Speech,http://arxiv.org/abs/2309.08408v1
Hierarchical Metadata Information Constrained Self-Supervised Learning for Anomalous Sound Detection Under Domain Shift,http://arxiv.org/abs/2309.07498v2
On the Impossibility of Precise Verification of Models of Quantum Gravity,http://arxiv.org/abs/2309.07203v1
Any-Size-Diffusion: Toward Efficient Text-Driven Synthesis for Any-Size HD Images,http://arxiv.org/abs/2308.16582v2
Learning Sequential Information in Task-based fMRI for Synthetic Data Augmentation,http://arxiv.org/abs/2308.15564v1
Hybrid Models for Facial Emotion Recognition in Children,http://arxiv.org/abs/2308.12547v1
Age-Stratified Differences in Morphological Connectivity Patterns in ASD: An sMRI and Machine Learning Approach,http://arxiv.org/abs/2308.07356v1
Copy Number Variation Informs fMRI-based Prediction of Autism Spectrum Disorder,http://arxiv.org/abs/2308.05122v1
Introducing CALMED: Multimodal Annotated Dataset for Emotion Detection in Children with Autism,http://arxiv.org/abs/2307.13706v1
The Anti-Self-Dual Deformation Complex and a conjecture of Singer,http://arxiv.org/abs/2307.12432v1
Early Autism Diagnosis based on Path Signature and Siamese Unsupervised Feature Compressor,http://arxiv.org/abs/2307.06472v3
Pretraining is All You Need: A Multi-Atlas Enhanced Transformer Framework for Autism Spectrum Disorder Classification,http://arxiv.org/abs/2307.01759v2
Autism Spectrum Disorder Classification in Children based on Structural MRI Features Extracted using Contrastive Variational Autoencoder,http://arxiv.org/abs/2307.00976v1
OpenNDD: Open Set Recognition for Neurodevelopmental Disorders Detection,http://arxiv.org/abs/2306.16045v2
Screening Autism Spectrum Disorder in childrens using Deep Learning Approach : Evaluating the classification model of YOLOv8 by comparing with other models,http://arxiv.org/abs/2306.14300v1
Community-Aware Transformer for Autism Prediction in fMRI Connectome,http://arxiv.org/abs/2307.10181v1
MMASD: A Multimodal Dataset for Autism Intervention Analysis,http://arxiv.org/abs/2306.08243v3
Atrial Septal Defect Detection in Children Based on Ultrasound Video Using Multiple Instances Learning,http://arxiv.org/abs/2306.03835v1
Adaptive Self-Distillation for Minimizing Client Drift in Heterogeneous Federated Learning,http://arxiv.org/abs/2305.19600v3
Accounting for Quantum Effects in Atomistic Spin Dynamics,http://arxiv.org/abs/2305.17082v2
Understanding Spoken Language Development of Children with ASD Using Pre-trained Speech Embeddings,http://arxiv.org/abs/2305.14117v2
Target Active Speaker Detection with Audio-visual Cues,http://arxiv.org/abs/2305.12831v3
Joint Generative-Contrastive Representation Learning for Anomalous Sound Detection,http://arxiv.org/abs/2305.12111v1
Incremental Outlier Detection Modelling Using Streaming Analytics in Finance & Health Care,http://arxiv.org/abs/2305.09907v1
Description and Discussion on DCASE 2023 Challenge Task 2: First-Shot Unsupervised Anomalous Sound Detection for Machine Condition Monitoring,http://arxiv.org/abs/2305.07828v2
Generating high-quality 3DMPCs by adaptive data acquisition and NeREF-based radiometric calibration with UGV plant phenotyping system,http://arxiv.org/abs/2305.06777v2
Design of a multimodal device to improve well-being of autistic workers interacting with collaborative robots,http://arxiv.org/abs/2304.14191v1
Video-based Contrastive Learning on Decision Trees: from Action Recognition to Autism Diagnosis,http://arxiv.org/abs/2304.10073v2
"Virtual Reality Training of Social Skills in Autism Spectrum Disorder: An Examination of Acceptability, Usability, User Experience, Social Skills, and Executive Functions",http://arxiv.org/abs/2304.07498v1
Documentation Practices in Agile Software Development: A Systematic Literature Review,http://arxiv.org/abs/2304.07482v1
Personalized Cognitive Tutoring using Davinci-003 API for Adaptive Question Generation and Assessment,http://arxiv.org/abs/2304.02772v1
mSPD-NN: A Geometrically Aware Neural Framework for Biomarker Discovery from Functional Connectomics Manifolds,http://arxiv.org/abs/2303.14986v1
On the blow-up of Yang-Mills fields in dimension four,http://arxiv.org/abs/2303.14015v1
Backdoor Defense via Adaptively Splitting Poisoned Dataset,http://arxiv.org/abs/2303.12993v1
Few-Shot Classification of Autism Spectrum Disorder using Site-Agnostic Meta-Learning and Brain MRI,http://arxiv.org/abs/2303.08224v1
Comparison of Probabilistic Deep Learning Methods for Autism Detection,http://arxiv.org/abs/2303.12707v1
WASD: A Wilder Active Speaker Detection Dataset,http://arxiv.org/abs/2303.05321v1
A Light Weight Model for Active Speaker Detection,http://arxiv.org/abs/2303.04439v1
First-shot anomaly sound detection for machine condition monitoring: A domain generalization baseline,http://arxiv.org/abs/2303.00455v1
Unsupervised Video Anomaly Detection for Stereotypical Behaviours in Autism,http://arxiv.org/abs/2302.13748v1
Social Visual Behavior Analytics for Autism Therapy of Children Based on Automated Mutual Gaze Detection,http://arxiv.org/abs/2302.08293v1
A Deep Probabilistic Spatiotemporal Framework for Dynamic Graph Representation Learning with Application to Brain Disorder Identification,http://arxiv.org/abs/2302.07243v3
A Critical Review of the Impact of Candidate Copy Number Variants on Autism Spectrum Disorders,http://arxiv.org/abs/2302.03211v2
Shapeception: Unravelling Brain Activity during Animated Shape Perception and Mentalization,http://arxiv.org/abs/2302.02975v2
Deep Learning (DL)-based Automatic Segmentation of the Internal Pudendal Artery (IPA) for Reduction of Erectile Dysfunction in Definitive Radiotherapy of Localized Prostate Cancer,http://arxiv.org/abs/2302.01493v1
PASSerRank: Prediction of Allosteric Sites with Learning to Rank,http://arxiv.org/abs/2302.01117v2
Anomaly Segmentation for High-Resolution Remote Sensing Images Based on Pixel Descriptors,http://arxiv.org/abs/2301.13422v2
An abelian gauge-theoretic variant of the Seiberg-Witten equations for multiple-spinors,http://arxiv.org/abs/2301.09693v2
LoCoNet: Long-Short Context Network for Active Speaker Detection,http://arxiv.org/abs/2301.08237v2
Lung airway geometry as an early predictor of autism: A preliminary machine learning-based study,http://arxiv.org/abs/2301.05777v3
Automated speech- and text-based classification of neuropsychiatric conditions in a multidiagnostic setting,http://arxiv.org/abs/2301.06916v2
Flexible Regularized Estimation in High-Dimensional Mixed Membership Models,http://arxiv.org/abs/2212.06906v2
Language-Assisted Deep Learning for Autistic Behaviors Recognition,http://arxiv.org/abs/2211.09310v3
Unveiling interpretable development-specific gene signatures in the developing human prefrontal cortex with ICGS,http://arxiv.org/abs/2211.08096v1
LightVessel: Exploring Lightweight Coronary Artery Vessel Segmentation via Similarity Knowledge Distillation,http://arxiv.org/abs/2211.00899v2
A Federated Learning Scheme for Neuro-developmental Disorders: Multi-Aspect ASD Detection,http://arxiv.org/abs/2211.00643v1
ViTASD: Robust Vision Transformer Baselines for Autism Spectrum Disorder Facial Diagnosis,http://arxiv.org/abs/2210.16943v2
Spatio-Temporal Attention in Multi-Granular Brain Chronnectomes for Detection of Autism Spectrum Disorder,http://arxiv.org/abs/2211.07360v1
Towards the convergent therapeutic potential of GPCRs in autism spectrum disorders,http://arxiv.org/abs/2210.15207v1
Privacy-preserving Automatic Speaker Diarization,http://arxiv.org/abs/2210.14995v2
Phase stability of Fe from first-principles: atomistic spin dynamics coupled with ab initio molecular dynamics simulations and thermodynamic integration,http://arxiv.org/abs/2210.14718v2
ASD: Towards Attribute Spatial Decomposition for Prior-Free Facial Attribute Recognition,http://arxiv.org/abs/2210.13716v1
Exploiting Instance-based Mixed Sampling via Auxiliary Source Domain Supervision for Domain-adaptive Action Detection,http://arxiv.org/abs/2209.15439v2
Hierarchical Graph Convolutional Network Built by Multiscale Atlases for Brain Disorder Diagnosis Using Functional Connectivity,http://arxiv.org/abs/2209.11232v1
Comparative study of machine learning and deep learning methods on ASD classification,http://arxiv.org/abs/2209.08601v2
Action-based Early Autism Diagnosis Using Contrastive Feature Learning,http://arxiv.org/abs/2209.05379v4
On Effectively Predicting Autism Spectrum Disorder Using an Ensemble of Classifiers,http://arxiv.org/abs/2209.02395v1
Autism spectrum disorder classification based on interpersonal neural synchrony: Can classification be improved by dyadic neural biomarkers using unsupervised graph representation learning?,http://arxiv.org/abs/2208.08902v2
Vision-Based Activity Recognition in Children with Autism-Related Behaviors,http://arxiv.org/abs/2208.04206v1
fMRI-S4: learning short- and long-range dynamic fMRI dependencies using 1D Convolutions and State Space Models,http://arxiv.org/abs/2208.04166v1
Computer Vision to the Rescue: Infant Postural Symmetry Estimation from Incongruent Annotations,http://arxiv.org/abs/2207.09352v1
Learning Long-Term Spatial-Temporal Graphs for Active Speaker Detection,http://arxiv.org/abs/2207.07783v3
Radial Profiles of Surface Density in Debris Discs,http://arxiv.org/abs/2207.07678v1
High-throughput screening of Half-antiperovskites with a stacked kagome lattice,http://arxiv.org/abs/2207.03365v1
Unraveling Thermally Induced Spin reorientation of Strongly Disordered NdFe0.5Cr0.5O3 System,http://arxiv.org/abs/2207.03220v1
Functional Mixed Membership Models,http://arxiv.org/abs/2206.12084v6
UniCon+: ICTCAS-UCAS Submission to the AVA-ActiveSpeaker Task at ActivityNet Challenge 2022,http://arxiv.org/abs/2206.10861v1
Rethinking Audio-visual Synchronization for Active Speaker Detection,http://arxiv.org/abs/2206.10421v2
Automatic autism spectrum disorder detection using artificial intelligence methods with MRI neuroimaging: A review,http://arxiv.org/abs/2206.11233v3
Multiscale Modelling of the Antiferromagnet Mn2Au: From ab-initio to Micromagnetics,http://arxiv.org/abs/2206.08625v1
Deep reinforcement learning for fMRI prediction of Autism Spectrum Disorder,http://arxiv.org/abs/2206.11224v1
Description and Discussion on DCASE 2022 Challenge Task 2: Unsupervised Anomalous Sound Detection for Machine Condition Monitoring Applying Domain Generalization Techniques,http://arxiv.org/abs/2206.05876v2
Meta-data Study in Autism Spectrum Disorder Classification Based on Structural MRI,http://arxiv.org/abs/2206.05052v1
Improving the Diagnosis of Psychiatric Disorders with Self-Supervised Graph State Space Models,http://arxiv.org/abs/2206.03331v1
Can autism be diagnosed with AI?,http://arxiv.org/abs/2206.02787v1
Adaptive Sampling for Discovery,http://arxiv.org/abs/2205.14829v3
MIMII DG: Sound Dataset for Malfunctioning Industrial Machine Investigation and Inspection for Domain Generalization Task,http://arxiv.org/abs/2205.13879v2
DDXPlus: A New Dataset For Automatic Medical Diagnosis,http://arxiv.org/abs/2205.09148v3
Best of Both Worlds: Multi-task Audio-Visual Automatic Speech Recognition and Active Speaker Detection,http://arxiv.org/abs/2205.05206v1
A Music-Therapy Robotic Platform for Children with Autism: A Pilot Study,http://arxiv.org/abs/2205.04251v1
Instantons on flat space: Explicit constructions,http://arxiv.org/abs/2204.11517v1
Robust electronic and tunable magnetic states in Sm$ _{2} $NiMnO$ _{6} $ ferromagnetic insulator,http://arxiv.org/abs/2204.08843v1
Identification of Autism spectrum disorder based on a novel feature selection method and Variational Autoencoder,http://arxiv.org/abs/2204.03654v1
Adversarial Speaker Distillation for Countermeasure Model on Automatic Speaker Verification,http://arxiv.org/abs/2203.17031v6
End-to-End Active Speaker Detection,http://arxiv.org/abs/2203.14250v2
"A relation among tangle, 3-tangle, and von Neumann entropy of entanglement for three qubits",http://arxiv.org/abs/2203.09610v2
Microscopic insights of magnetism in Sm$ _{2} $NiMnO$ _{6} $ double perovskite,http://arxiv.org/abs/2203.03676v1
Visually Supervised Speaker Detection and Localization via Microphone Array,http://arxiv.org/abs/2203.03291v1
Regional-Local Adversarially Learned One-Class Classifier Anomalous Sound Detection in Global Long-Term Space,http://arxiv.org/abs/2202.13245v1
Outlier-based Autism Detection using Longitudinal Structural MRI,http://arxiv.org/abs/2202.09988v2
"Critical periods and Autism Spectrum Disorders, a role for sleep",http://arxiv.org/abs/2201.07320v1
Classifying Autism from Crowdsourced Semi-Structured Speech Recordings: A Machine Learning Approach,http://arxiv.org/abs/2201.00927v1
Exploring the pattern of Emotion in children with ASD as an early biomarker through Recurring-Convolution Neural Network (R-CNN),http://arxiv.org/abs/2112.14983v1
Super-Efficient Super Resolution for Fast Adversarial Defense at the Edge,http://arxiv.org/abs/2112.14340v1
DAM-AL: Dilated Attention Mechanism with Attention Loss for 3D Infant Brain Image Segmentation,http://arxiv.org/abs/2112.13559v1
MHATC: Autism Spectrum Disorder identification utilizing multi-head attention encoder along with temporal consolidation modules,http://arxiv.org/abs/2201.00404v1
Performance of the new Readout Electronics for the ATLAS (s)MDT Chambers and Future Colliders at High Background Rates,http://arxiv.org/abs/2112.05232v1
Bayesian Modeling of Effective and Functional Brain Connectivity using Hierarchical Vector Autoregressions,http://arxiv.org/abs/2112.04249v1
Dense and well-connected subgraph detection in dual networks,http://arxiv.org/abs/2112.03337v1
Evaluation of Interpretability for Deep Learning algorithms in EEG Emotion Recognition: A case study in Autism,http://arxiv.org/abs/2111.13208v6
Distinguishing Engagement Facets: An Essential Component for AI-based Interactive Healthcare,http://arxiv.org/abs/2111.11138v2
How a 4-day Work Week affects Agile Software Development Teams,http://arxiv.org/abs/2111.08968v1
Compressive Independent Component Analysis: Theory and Algorithms,http://arxiv.org/abs/2110.08045v1
Detecting Autism Spectrum Disorders with Machine Learning Models Using Speech Transcripts,http://arxiv.org/abs/2110.03281v1
Towards optimal quality requirement documentation in agile software development: a multiple case study,http://arxiv.org/abs/2110.01921v1
Intrinsic energy flow in laser-excited 3$d$ ferromagnets,http://arxiv.org/abs/2110.00525v2
Development of an autism screening classification model for toddlers,http://arxiv.org/abs/2110.01410v1
Adversarial Factor Models for the Generation of Improved Autism Diagnostic Biomarkers,http://arxiv.org/abs/2111.15347v1
Identifying Autism Spectrum Disorder Based on Individual-Aware Down-Sampling and Multi-Modal Learning,http://arxiv.org/abs/2109.09129v4
Proposing a System Level Machine Learning Hybrid Architecture and Approach for a Comprehensive Autism Spectrum Disorder Diagnosis,http://arxiv.org/abs/2110.03775v1
Non-Euclidean Analysis of Joint Variations in Multi-Object Shapes,http://arxiv.org/abs/2109.02230v2
An Autonomous Driving System - Dedicated Vehicle for People with ASD and their Caregivers,http://arxiv.org/abs/2108.04367v1
UniCon: Unified Context Network for Robust Active Speaker Detection,http://arxiv.org/abs/2108.02607v1
Improving the Power of Economic Experiments Using Adaptive Designs,http://arxiv.org/abs/2108.02526v1
Sensing dot with high output swing for scalable baseband readout of spin qubits,http://arxiv.org/abs/2107.13598v2
Conditional Noise Deep Learning for Parameter Estimation of Gravitational Wave Events,http://arxiv.org/abs/2107.10730v3
Interpretable SincNet-based Deep Learning for Emotion Recognition from EEG brain activity,http://arxiv.org/abs/2107.10790v1
Is Someone Speaking? Exploring Long-term Temporal Features for Audio-visual Active Speaker Detection,http://arxiv.org/abs/2107.06592v2
A Two-stage Multi-modal Affect Analysis Framework for Children with Autism Spectrum Disorder,http://arxiv.org/abs/2106.09199v1
Description and Discussion on DCASE 2021 Challenge Task 2: Unsupervised Anomalous Sound Detection for Machine Condition Monitoring under Domain Shifted Conditions,http://arxiv.org/abs/2106.04492v2
Bridging physiological and perceptual views of autism by means of sampling-based Bayesian inference,http://arxiv.org/abs/2106.04366v2
Deriving Autism Spectrum Disorder Functional Networks from RS-FMRI Data using Group ICA and Dictionary Learning,http://arxiv.org/abs/2106.09000v1
Language Independent Speech Emotion and Non-invasive Early Detection of Neurocognitive Disorder,http://arxiv.org/abs/2106.01684v1
Understanding the Perceived Relevance of Capability Measures: A Survey of Agile Software Development Practitioners,http://arxiv.org/abs/2105.09523v1
A Metamodel Structure For Regression Analysis: Application To Prediction Of Autism Spectrum Disorder Severity,http://arxiv.org/abs/2105.02874v1
Saliency-Guided Deep Learning Network for Automatic Tumor Bed Volume Delineation in Post-operative Breast Irradiation,http://arxiv.org/abs/2105.02771v2
Child-Robot Interaction Studies During COVID-19 Pandemic,http://arxiv.org/abs/2105.00215v1
DREAM Lite: Simplifying Robot Assisted Therapy for ASD,http://arxiv.org/abs/2104.08034v1
Fluorescence-Detected Mid-Infrared Photothermal Microscopy,http://arxiv.org/abs/2104.02900v1
Developing a New Autism Diagnosis Process Based on a Hybrid Deep Learning Architecture Through Analyzing Home Videos,http://arxiv.org/abs/2104.01137v1
Personalized Affect-Aware Socially Assistive Robot Tutors Aimed at Fostering Social Grit in Children with Autism,http://arxiv.org/abs/2103.15256v1
SAR-U-Net: squeeze-and-excitation block and atrous spatial pyramid pooling based residual U-Net for automatic liver segmentation in Computed Tomography,http://arxiv.org/abs/2103.06419v3
High-Resolution Segmentation of Tooth Root Fuzzy Edge Based on Polynomial Curve Fitting with Landmark Detection,http://arxiv.org/abs/2103.04258v2
Self-Distribution Binary Neural Networks,http://arxiv.org/abs/2103.02394v2
Anti-self-dual connections over the $5$D Heisenberg group and the twistor method,http://arxiv.org/abs/2103.01549v1
Anomalous Sound Detection with Machine Learning: A Systematic Review,http://arxiv.org/abs/2102.07820v1
Multiple-shooting adjoint method for whole-brain dynamic causal modeling,http://arxiv.org/abs/2102.11013v1
QFL: Data-Driven Feedback Loop to Manage Quality in Agile Development,http://arxiv.org/abs/2102.05920v1
Asynchronous semi-anonymous dynamics over large-scale networks,http://arxiv.org/abs/2102.03840v1
Toward Personalized Affect-Aware Socially Assistive Robot Tutors in Long-Term Interventions for Children with Autism,http://arxiv.org/abs/2101.10580v2
Bubble tree compactification of instanton moduli spaces on 4-orbifolds M/Z_α,http://arxiv.org/abs/2101.09425v4
Predicting Autism Spectrum Disorder Using Machine Learning Classifiers,http://arxiv.org/abs/2101.09279v2
Large-scale Augmented Granger Causality (lsAGC) for Connectivity Analysis in Complex Systems: From Computer Simulations to Functional MRI (fMRI),http://arxiv.org/abs/2101.09354v1
Automated segmentation of an intensity calibration phantom in clinical CT images using a convolutional neural network,http://arxiv.org/abs/2012.11151v1
"Twistors, the ASD Yang-Mills equations, and 4d Chern-Simons theory",http://arxiv.org/abs/2011.04638v3
AEGIS: A real-time multimodal augmented reality computer vision based system to assist facial expression recognition for individuals with autism spectrum disorder,http://arxiv.org/abs/2010.11884v1
Approximate Simultaneous Diagonalization of Matrices via Structured Low-Rank Approximation,http://arxiv.org/abs/2010.06305v1
Documentation of quality requirements in agile software development,http://arxiv.org/abs/2010.02971v1
Altered structural balance of resting-state networks in autism,http://arxiv.org/abs/2010.09441v3
Detecting Autism Spectrum Disorder using Machine Learning,http://arxiv.org/abs/2009.14499v1
Non-Hamiltonian dynamics of indirectly coupled classical impurity spins,http://arxiv.org/abs/2009.06296v2
Mapping the magnetic state as a function of anti-site disorder in Sm$ _{2} $NiMnO$ _{6} $ double perovskite thin films,http://arxiv.org/abs/2009.06020v3
Deep sr-DDL: Deep Structurally Regularized Dynamic Dictionary Learning to Integrate Multimodal and Dynamic Functional Connectomics data for Multidimensional Clinical Characterizations,http://arxiv.org/abs/2008.12410v1
A Joint Network Optimization Framework to Predict Clinical Severity from Resting State Functional MRI Data,http://arxiv.org/abs/2009.03238v1
Early Autism Spectrum Disorders Diagnosis Using Eye-Tracking Technology,http://arxiv.org/abs/2008.09670v1
Pooling Regularized Graph Neural Network for fMRI Biomarker Analysis,http://arxiv.org/abs/2007.14589v1
A Convolutional Neural Network for gaze preference detection: A potential tool for diagnostics of autism spectrum disorder in children,http://arxiv.org/abs/2007.14432v1
Existence of mASD connections on 4-manifolds with cylindrical ends,http://arxiv.org/abs/2007.13822v3
Nonlocal symmetry of CMA generates ASD Ricci-flat metric with no Killing vectors,http://arxiv.org/abs/2007.08424v5
How An Automated Gesture Imitation Game Can Improve Social Interactions With Teenagers With ASD,http://arxiv.org/abs/2007.05394v1
Building an Automated Gesture Imitation Game for Teenagers with ASD,http://arxiv.org/abs/2007.04604v1
A Deep-Generative Hybrid Model to Integrate Multimodal and Dynamic Connectivity for Predicting Spectrum-Level Deficits in Autism,http://arxiv.org/abs/2007.01931v1
Integrating Neural Networks and Dictionary Learning for Multidimensional Clinical Characterizations from Functional Connectomics Data,http://arxiv.org/abs/2007.01930v1
Deep Learning for Neuroimaging-based Diagnosis and Rehabilitation of Autism Spectrum Disorder: A Review,http://arxiv.org/abs/2007.01285v4
Anomalous Sound Detection using unsupervised and semi-supervised autoencoders and gammatone audio representation,http://arxiv.org/abs/2006.15321v1
Description and Discussion on DCASE2020 Challenge Task2: Unsupervised Anomalous Sound Detection for Machine Condition Monitoring,http://arxiv.org/abs/2006.05822v2
Surgery and Excision for Furuta-Ohta invariants on Homology $S^1 \times S^3$,http://arxiv.org/abs/2006.04197v2
Neuropsychiatric Disease Classification Using Functional Connectomics -- Results of the Connectomics in NeuroImaging Transfer Learning Challenge,http://arxiv.org/abs/2006.03611v2
A novel 3D multi-path DenseNet for improving automatic segmentation of glioblastoma on pre-operative multi-modal MR images,http://arxiv.org/abs/2005.04901v1
Machine Learning Methods for Brain Network Classification: Application to Autism Diagnosis using Cortical Morphological Networks,http://arxiv.org/abs/2004.13321v1
